Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
2023-04-26,Widget D,North,673,59,Female,2.06035667500814
2023-04-27,Widget B,West,697,44,Male,3.93723995593243
2023-04-28,Widget A,North,545,28,Male,3.54375830696573
2023-04-29,Widget B,East,309,55,Male,4.49995075221061
2023-04-30,Widget A,West,689,51,Female,1.33095321394829
2023-05-01,Widget B,South,813,60,Female,4.6603333334323
2023-05-02,Widget C,South,401,36,Female,2.17339450668036
2023-05-03,Widget D,East,322,23,Female,2.96277738370794
2023-05-04,Widget A,East,833,63,Male,2.75444574375857
2023-05-05,Widget A,West,102,69,Female,4.0412466044177
2023-05-06,Widget D,South,617,55,Female,2.68133323772737
2023-05-07,Widget A,South,192,66,Female,4.77421258259764
2023-05-08,Widget A,South,619,59,Male,4.6101355305543
2023-05-09,Widget B,South,527,45,Male,4.48864460787803
2023-05-10,Widget A,South,592,18,Female,1.28503333059291
2023-05-11,Widget C,North,334,52,Female,4.41703224621576
2023-05-12,Widget C,East,719,57,Male,4.12654178177284
2023-05-13,Widget D,North,260,25,Female,1.41405178802452
2023-05-14,Widget A,South,820,69,Female,1.42965730174489
2023-05-15,Widget D,West,851,64,Female,1.40465524607016
2023-05-16,Widget C,West,430,24,Female,1.04533037281795
2023-05-17,Widget A,South,432,28,Male,3.19453722077833
2023-05-18,Widget A,South,149,56,Male,4.89357716574417
2023-05-19,Widget D,West,622,21,Male,2.75473881159917
2023-05-20,Widget C,North,962,42,Female,3.16303000754943
2023-05-21,Widget A,North,767,29,Female,4.87187918707982
2023-05-22,Widget D,South,591,43,Male,2.02072891509692
2023-05-23,Widget C,North,681,55,Male,4.43388101039305
2023-05-24,Widget D,West,780,63,Male,3.18556186884694
2023-05-25,Widget B,North,371,29,Female,3.27790605865204
2023-05-26,Widget A,South,679,60,Male,2.37269542882913
2023-05-27,Widget B,West,966,68,Female,3.24633744386763
2023-05-28,Widget C,North,351,54,Female,1.29257003791314
2023-05-29,Widget B,East,659,63,Male,4.05857429045645
2023-05-30,Widget B,West,795,41,Male,2.13875104617709
2023-05-31,Widget C,West,931,33,Female,4.55043331797582
2023-06-01,Widget D,East,798,30,Male,2.47140277842983
2023-06-02,Widget B,East,189,42,Male,1.57129644194753
2023-06-03,Widget D,West,545,69,Female,3.78352629747394
2023-06-04,Widget B,East,431,21,Female,1.65831257885401
2023-06-05,Widget D,South,238,28,Female,4.01472206217196
2023-06-06,Widget C,South,456,49,Female,4.87244894562447
2023-06-07,Widget B,South,700,66,Female,4.11821147518105
2023-06-08,Widget C,West,373,24,Male,1.0897969937253
2023-06-09,Widget B,East,118,63,Female,3.3995431522111
2023-06-10,Widget C,East,410,28,Female,3.7816426838789
2023-06-11,Widget C,North,969,45,Female,4.30183330318514
2023-06-12,Widget B,North,985,58,Male,1.224009235756
2023-06-13,Widget B,East,253,40,Female,2.92043131180915
2023-06-14,Widget B,East,489,62,Female,3.14148349055358
2023-06-15,Widget A,East,359,40,Female,1.67649945057671
2023-06-16,Widget D,West,719,67,Male,2.2897992388426
2023-06-17,Widget A,East,982,45,Female,2.76088690502466
2023-06-18,Widget A,North,896,60,Female,4.33283875183121
2023-06-19,Widget C,West,670,64,Female,4.71763026428083
2023-06-20,Widget B,East,224,43,Male,3.51369131567069
2023-06-21,Widget D,North,453,42,Male,2.57978074408585
2023-06-22,Widget C,West,372,46,Male,2.01612407119594
2023-06-23,Widget A,East,718,36,Male,4.9285407377446
2023-06-24,Widget B,East,910,50,Female,4.93207999230543
2023-06-25,Widget C,East,344,53,Female,4.69990779294014
2023-06-26,Widget B,West,947,31,Male,4.14267659951128
2023-06-27,Widget C,North,549,31,Male,2.30311817498247
2023-06-28,Widget B,North,346,52,Female,4.26800193399052
2023-06-29,Widget A,South,619,47,Female,2.63517206908469
2023-06-30,Widget D,East,240,45,Male,2.30709239262018
2023-07-01,Widget A,South,461,34,Male,3.97946143386512
2023-07-02,Widget D,South,107,20,Male,1.31861571048169
2023-07-03,Widget B,North,577,33,Male,1.19425089318265
2023-07-04,Widget C,West,451,63,Female,2.79181478872474
2023-07-05,Widget A,West,594,47,Male,2.78255520328865
2023-07-06,Widget D,North,705,69,Male,4.58257661225534
2023-07-07,Widget A,West,932,46,Female,1.50461238515127
2023-07-08,Widget D,South,526,62,Female,1.49313570980965
2023-07-09,Widget A,East,138,32,Female,1.5898104018996
2023-07-10,Widget D,North,692,63,Female,1.11894504517841
2023-07-11,Widget D,East,286,42,Female,1.28692695125963
2023-07-12,Widget B,West,695,68,Male,3.63947946731616
2023-07-13,Widget D,East,699,55,Male,2.72633731647004
2023-07-14,Widget B,West,853,59,Male,4.05441226835205
2023-07-15,Widget D,West,953,64,Female,4.97039087432664
2023-07-16,Widget C,South,192,69,Male,3.63613872439601
2023-07-17,Widget C,West,185,55,Female,1.2018222824805
2023-07-18,Widget C,South,143,40,Male,1.41825145901737
2023-07-19,Widget D,South,236,42,Male,4.52401633925883
2023-07-20,Widget B,South,520,59,Female,3.10998377823305
2023-07-21,Widget B,North,173,24,Female,4.29934863758296
2023-07-22,Widget D,North,647,39,Male,4.4264493448997
2023-07-23,Widget C,West,712,34,Male,4.71069816599808
2023-07-24,Widget C,South,611,35,Male,4.79931682194546
2023-07-25,Widget B,North,255,66,Male,3.21930318601323
2023-07-26,Widget C,South,354,58,Male,2.36408068902414
2023-07-27,Widget A,East,270,27,Female,4.847459497392
2023-07-28,Widget B,East,827,27,Female,3.1896256240049
2023-07-29,Widget C,East,269,24,Female,1.25701089181844
2023-07-30,Widget B,West,863,65,Female,3.57110620023946
2023-07-31,Widget A,South,971,67,Male,3.35073900158004
2023-08-01,Widget B,East,421,55,Male,4.58317149157882
2023-08-02,Widget B,North,666,44,Female,3.61274875663125
2023-08-03,Widget B,East,555,69,Male,2.39620969784621
2023-08-04,Widget B,East,702,50,Female,4.86490290282328
2023-08-05,Widget A,East,889,18,Male,4.20647794392813
2023-08-06,Widget D,West,712,61,Male,3.52167047352542
2023-08-07,Widget B,North,254,51,Male,2.17170081361249
2023-08-08,Widget B,South,988,21,Female,2.49416118525718
2023-08-09,Widget C,North,448,34,Female,3.67987969638663
2023-08-10,Widget B,South,550,21,Female,1.28792327385329
2023-08-11,Widget C,West,975,60,Female,2.02672236660105
2023-08-12,Widget D,West,752,43,Male,3.85560373358639
2023-08-13,Widget A,West,272,21,Male,2.92007403937848
2023-08-14,Widget A,West,109,18,Male,2.60957425925772
2023-08-15,Widget D,South,839,24,Male,1.60583048960166
2023-08-16,Widget A,East,364,47,Female,2.76739613791093
2023-08-17,Widget D,South,537,67,Male,4.08276788304094
2023-08-18,Widget D,North,859,26,Male,2.05605138428757
2023-08-19,Widget D,West,346,52,Male,1.02159416873471
2023-08-20,Widget A,West,766,25,Female,3.67401960460393
2023-08-21,Widget C,North,645,41,Female,4.89050641773021
2023-08-22,Widget D,South,598,36,Female,3.42730625435433
2023-08-23,Widget B,East,228,53,Male,1.47968743570852
2023-08-24,Widget A,East,771,67,Female,2.28293236937869
2023-08-25,Widget D,North,700,69,Male,4.47056645888089
2023-08-26,Widget D,East,704,60,Male,1.93027229702731
2023-08-27,Widget B,South,426,44,Male,3.43078361399043
2023-08-28,Widget C,South,852,49,Female,2.61068483301599
2023-08-29,Widget C,North,934,31,Female,1.8313748856786
2023-08-30,Widget C,South,503,35,Male,4.25362757425872
2023-08-31,Widget D,West,728,45,Male,3.97132510586276
2023-09-01,Widget D,North,705,46,Female,3.64636426383706
2023-09-02,Widget D,South,774,33,Female,1.945346361075
2023-09-03,Widget A,North,710,52,Female,1.3914280108658
2023-09-04,Widget B,East,724,64,Male,3.30463731930386
2023-09-05,Widget D,South,458,48,Male,3.21471133415773
2023-09-06,Widget B,West,702,21,Male,1.75354003733949
2023-09-07,Widget B,South,957,54,Female,1.22498677726069
2023-09-08,Widget C,North,817,34,Female,1.32283381677594
2023-09-09,Widget A,North,116,56,Female,4.97108394605094
2023-09-10,Widget D,South,373,65,Male,4.13433557897154
2023-09-11,Widget C,West,784,63,Male,4.68794990386069
2023-09-12,Widget C,West,215,43,Female,1.78021888894545
2023-09-13,Widget D,West,960,65,Male,4.84227414529374
2023-09-14,Widget B,North,792,56,Female,1.57061740589265
2023-09-15,Widget C,South,190,58,Male,3.03632731426588
2023-09-16,Widget B,East,181,21,Female,4.31878273766826
2023-09-17,Widget A,North,423,47,Male,2.39921341804632
2023-09-18,Widget B,West,213,47,Male,2.6993141327076
2023-09-19,Widget A,South,868,39,Female,1.51274044119639
2023-09-20,Widget B,West,157,28,Female,1.49168751999589
2023-09-21,Widget C,East,253,19,Female,3.47827289911464
2023-09-22,Widget C,West,976,61,Female,3.70212947448023
2023-09-23,Widget A,West,503,29,Female,4.10933005632877
2023-09-24,Widget D,East,727,47,Male,3.22672821072701
2023-09-25,Widget A,South,954,53,Female,3.58303716904522
2023-09-26,Widget A,North,365,35,Female,1.05406908679888
2023-09-27,Widget B,South,414,43,Female,1.64868290854875
2023-09-28,Widget B,East,814,24,Male,4.93965906406762
2023-09-29,Widget A,West,140,18,Female,1.30397402526333
2023-09-30,Widget C,South,204,43,Female,3.71515288904098
2023-10-01,Widget B,North,989,40,Female,1.70433053212687
2023-10-02,Widget D,East,292,43,Male,3.86687434307057
2023-10-03,Widget B,South,500,62,Male,3.82396161184797
2023-10-04,Widget B,North,377,23,Female,1.93679623915236
2023-10-05,Widget D,East,453,23,Male,2.07853759687682
2023-10-06,Widget A,North,848,61,Female,3.61908285440835
2023-10-07,Widget D,East,832,25,Male,2.56034415512085
2023-10-08,Widget A,West,679,41,Female,1.77819187879965
2023-10-09,Widget A,South,808,39,Male,3.92671839514993
2023-10-10,Widget A,North,355,36,Female,1.61659009734534
2023-10-11,Widget D,East,750,54,Female,4.42257465657979
2023-10-12,Widget A,North,923,35,Male,3.05867809620731
2023-10-13,Widget C,North,760,48,Female,1.4228024155172
2023-10-14,Widget D,South,198,54,Female,3.77628933412394
2023-10-15,Widget C,West,687,47,Female,3.07665215829816
2023-10-16,Widget A,North,381,59,Female,2.19223028717924
2023-10-17,Widget B,East,982,50,Male,2.69015752089542
2023-10-18,Widget A,East,502,27,Female,2.19335097435
2023-10-19,Widget C,West,208,54,Male,2.05210334297114
2023-10-20,Widget C,East,799,29,Male,1.65443368337485
2023-10-21,Widget D,West,298,47,Male,2.4510685325499
2023-10-22,Widget B,East,402,44,Male,2.00394882526428
2023-10-23,Widget D,South,426,56,Female,3.73373794821567
2023-10-24,Widget C,North,253,26,Female,3.73550696465323
2023-10-25,Widget A,South,651,38,Male,3.00736097022255
2023-10-26,Widget B,North,744,29,Female,4.11177810988128
2023-10-27,Widget A,North,504,46,Male,4.36535887602419
2023-10-28,Widget A,North,561,50,Female,3.31906582973709
2023-10-29,Widget B,South,231,60,Female,3.47574065105374
2023-10-30,Widget D,North,890,32,Female,2.13154363914546
2023-10-31,Widget A,South,973,19,Male,4.57947680282208
2023-11-01,Widget C,West,183,69,Male,1.09682417769012
2023-11-02,Widget A,East,498,56,Female,2.39440987777138
2023-11-03,Widget B,East,853,61,Male,3.88720168619942
2023-11-04,Widget B,North,727,35,Male,1.32035803868465
2023-11-05,Widget B,South,208,20,Female,1.73267810971317
2023-11-06,Widget D,East,320,24,Male,3.3571429114514
2023-11-07,Widget A,South,652,60,Female,3.23997468585423
2023-11-08,Widget D,South,467,35,Female,3.95571318452382
2023-11-09,Widget D,North,246,61,Female,4.25045055635269
2023-11-10,Widget B,East,211,55,Male,1.51431831404668
2023-11-11,Widget B,North,714,54,Female,1.07352395910097
2023-11-12,Widget D,North,657,50,Female,3.75855407863562
2023-11-13,Widget A,East,593,61,Male,2.20556718306544
2023-11-14,Widget C,East,604,48,Male,3.50393565567181
2023-11-15,Widget D,West,574,28,Male,1.6021783522489
2023-11-16,Widget A,West,935,21,Male,2.87616018666385
2023-11-17,Widget B,South,989,35,Female,3.01769898425375
2023-11-18,Widget B,East,370,21,Male,3.34031126549286
2023-11-19,Widget A,West,520,66,Male,3.05268006532226
2023-11-20,Widget C,South,996,51,Male,2.98276308091486
2023-11-21,Widget B,South,806,46,Male,2.33093661593542
2023-11-22,Widget B,South,466,41,Female,1.28472094527235
2023-11-23,Widget B,West,379,39,Male,1.35808078718737
2023-11-24,Widget A,East,382,19,Female,2.73511309762861
2023-11-25,Widget D,North,139,61,Male,2.42317251128397
2023-11-26,Widget B,South,288,23,Female,3.06453921869799
2023-11-27,Widget D,West,263,59,Female,2.21935267702507
2023-11-28,Widget C,West,635,42,Male,3.7516403658213
2023-11-29,Widget B,North,635,38,Female,4.45581928803804
2023-11-30,Widget B,North,103,33,Male,2.19545275514747
2023-12-01,Widget C,West,934,48,Female,1.77193603175611
2023-12-02,Widget B,East,389,31,Female,1.46472229701636
2023-12-03,Widget D,North,532,56,Female,3.46501616228325
2023-12-04,Widget A,West,570,45,Male,2.77542396456228
2023-12-05,Widget D,North,280,49,Female,1.75206286878516
2023-12-06,Widget A,East,347,45,Male,3.61254693316742
2023-12-07,Widget A,South,727,68,Female,1.59393273202114
2023-12-08,Widget D,North,378,66,Female,3.21720282339181
2023-12-09,Widget D,East,976,26,Female,3.10859352650106
2023-12-10,Widget D,West,680,62,Female,3.93691120474433
2023-12-11,Widget D,North,962,39,Female,1.22043855976267
2023-12-12,Widget C,North,353,49,Female,4.55149172740532
2023-12-13,Widget B,West,280,22,Male,3.81196690458728
2023-12-14,Widget A,South,929,40,Male,1.86450399339505
2023-12-15,Widget D,West,780,22,Male,1.73362139443896
2023-12-16,Widget D,North,924,59,Female,2.72664085657513
2023-12-17,Widget D,West,608,49,Male,4.27026131817839
2023-12-18,Widget C,East,860,27,Female,4.37179997255643
2023-12-19,Widget D,West,799,56,Male,3.08182436855753
2023-12-20,Widget D,North,665,32,Male,4.44324345074695
2023-12-21,Widget D,West,425,24,Female,1.02177483676676
2023-12-22,Widget B,South,456,46,Female,1.14069852612639
2023-12-23,Widget C,West,924,64,Male,4.64728637454697
2023-12-24,Widget D,South,749,20,Male,4.10132771954366
2023-12-25,Widget A,East,779,36,Male,2.80282423300154
2023-12-26,Widget A,South,490,27,Male,4.01444052591195
2023-12-27,Widget A,West,714,45,Female,4.82255784689369
2023-12-28,Widget C,North,184,46,Male,4.08835809552514
2023-12-29,Widget C,South,416,32,Female,4.36948533527329
2023-12-30,Widget A,East,311,52,Female,4.04242632556025
2023-12-31,Widget D,South,614,23,Male,1.67284436973417
2024-01-01,Widget C,South,483,29,Female,4.33429643858295
2024-01-02,Widget A,South,790,64,Male,1.78043528009684
2024-01-03,Widget A,East,441,55,Female,4.57044531217659
2024-01-04,Widget D,West,914,30,Female,2.8345995923243
2024-01-05,Widget B,South,943,46,Male,3.70790700924411
2024-01-06,Widget C,South,137,36,Female,2.98896339152257
2024-01-07,Widget D,North,610,20,Female,1.37596371766641
2024-01-08,Widget A,East,519,25,Male,2.16288923048266
2024-01-09,Widget A,South,850,25,Female,4.93492741598802
2024-01-10,Widget D,East,268,37,Female,4.84285900667927
2024-01-11,Widget C,South,442,64,Male,2.28194759062219
2024-01-12,Widget B,West,925,21,Male,4.9851872169809
2024-01-13,Widget B,West,405,68,Female,4.3822047819876
2024-01-14,Widget A,South,641,38,Female,3.44383799772902
2024-01-15,Widget C,West,801,20,Female,1.16049848104404
2024-01-16,Widget B,South,968,62,Male,4.60578731815352
2024-01-17,Widget C,West,636,25,Female,3.22971711705728
2024-01-18,Widget C,North,211,40,Female,4.47390460481108
2024-01-19,Widget A,North,510,33,Female,4.33771647962297
2024-01-20,Widget B,North,305,30,Female,4.33202486080434
2024-01-21,Widget D,East,284,20,Female,3.79269544285962
2024-01-22,Widget A,East,481,65,Female,2.16566055470419
2024-01-23,Widget B,North,595,26,Male,2.34464103097808
2024-01-24,Widget B,East,478,31,Male,2.23387685033075
2024-01-25,Widget B,West,146,30,Female,1.08018399813026
2024-01-26,Widget B,South,985,24,Female,3.33027563685924
2024-01-27,Widget B,South,839,32,Male,3.79533468178413
2024-01-28,Widget C,South,650,24,Male,4.41546397410081
2024-01-29,Widget A,North,627,55,Male,1.56066173353092
2024-01-30,Widget C,East,603,51,Female,3.17673259590721
2024-01-31,Widget D,West,121,58,Female,1.03203256269513
2024-02-01,Widget B,West,312,39,Female,1.38037459084292
2024-02-02,Widget A,North,409,41,Female,1.21684697682397
2024-02-03,Widget B,West,760,66,Male,3.90191213606195
2024-02-04,Widget A,West,852,54,Male,1.32423825551041
2024-02-05,Widget C,West,371,61,Male,3.86581192623516
2024-02-06,Widget A,West,670,18,Male,1.99849881764233
2024-02-07,Widget D,East,898,27,Female,4.51085184278776
2024-02-08,Widget D,West,301,60,Female,4.25259995345526
2024-02-09,Widget A,South,131,33,Male,4.83132086990111
2024-02-10,Widget A,North,542,63,Male,4.53504806183213
2024-02-11,Widget A,East,261,25,Male,4.73331767646539
2024-02-12,Widget A,West,866,66,Male,4.43496958605323
2024-02-13,Widget D,East,353,42,Male,3.77352760245942
2024-02-14,Widget B,West,620,67,Female,1.68103660850174
2024-02-15,Widget A,South,750,29,Female,2.08683007541637
2024-02-16,Widget A,North,579,42,Male,1.85090786452109
2024-02-17,Widget D,West,109,34,Male,3.41434315063282
2024-02-18,Widget D,West,825,43,Male,3.01447975189441
2024-02-19,Widget C,West,604,63,Female,4.4683199886337
2024-02-20,Widget A,West,884,65,Female,4.8106914659963
2024-02-21,Widget C,North,935,31,Female,2.61943955847258
2024-02-22,Widget D,North,659,58,Male,3.02540221312325
2024-02-23,Widget D,South,535,53,Female,4.88606542721656
2024-02-24,Widget B,North,210,40,Male,2.10495576649257
2024-02-25,Widget A,West,252,60,Female,4.16956310143526
2024-02-26,Widget C,South,734,23,Female,1.90095960934099
2024-02-27,Widget D,South,968,64,Female,3.72584046170109
2024-02-28,Widget D,South,201,22,Male,2.01446251055426
2024-02-29,Widget C,West,852,60,Male,4.53493355532555
2024-03-01,Widget B,East,932,42,Female,3.24591177494671
2024-03-02,Widget D,West,290,35,Male,1.74373456349754
2024-03-03,Widget A,North,828,30,Male,1.89747670279394
2024-03-04,Widget D,North,662,60,Male,2.9753967828324
2024-03-05,Widget A,West,903,31,Male,4.84640810229952
2024-03-06,Widget C,West,180,45,Male,4.07856865553462
2024-03-07,Widget A,South,588,35,Male,2.95323857130338
2024-03-08,Widget C,West,994,45,Male,2.35087657824887
2024-03-09,Widget A,South,187,68,Female,3.19707397339377
2024-03-10,Widget C,North,293,44,Male,3.99344333371448
2024-03-11,Widget A,South,203,49,Male,4.1357143538112
2024-03-12,Widget B,West,882,64,Female,2.29843519238778
2024-03-13,Widget A,North,195,26,Female,3.88463707285551
2024-03-14,Widget A,East,522,57,Female,3.63115512014474
2024-03-15,Widget B,South,990,49,Female,4.83644916798518
2024-03-16,Widget D,North,297,37,Male,4.72436116203206
2024-03-17,Widget D,South,100,45,Female,4.15751730241431
2024-03-18,Widget A,North,506,50,Female,3.89357875541971
2024-03-19,Widget B,North,477,21,Male,2.0961663588171
2024-03-20,Widget A,South,266,63,Male,4.38386102439413
2024-03-21,Widget C,East,608,51,Male,2.71002281485346
2024-03-22,Widget C,North,737,65,Female,2.08896217002418
2024-03-23,Widget A,North,412,20,Male,2.53664303181385
2024-03-24,Widget D,North,692,43,Female,4.34374196006603
2024-03-25,Widget D,East,517,25,Male,1.59453286231154
2024-03-26,Widget A,East,862,23,Male,2.82463496447929
2024-03-27,Widget A,West,780,33,Female,2.96943037811796
2024-03-28,Widget C,South,576,41,Male,1.14651879039528
2024-03-29,Widget D,East,172,65,Male,1.78298411819266
2024-03-30,Widget A,South,240,56,Male,4.30696971430343
2024-03-31,Widget C,West,681,47,Male,4.32306955437904
2024-04-01,Widget D,South,361,62,Male,2.16966033553699
2024-04-02,Widget B,East,439,30,Female,4.49958893839171
2024-04-03,Widget C,South,407,22,Female,4.08713175627339
2024-04-04,Widget D,East,344,42,Male,2.67162993518164
2024-04-05,Widget D,South,614,37,Female,3.99362537762015
2024-04-06,Widget C,East,436,35,Female,4.84533852477922
2024-04-07,Widget B,East,674,64,Female,2.8358788722614
2024-04-08,Widget C,South,660,35,Male,1.95370871581393
2024-04-09,Widget D,West,175,19,Male,4.76726600020062
2024-04-10,Widget A,North,979,27,Male,3.41497715425303
2024-04-11,Widget A,West,274,62,Female,1.4210606499217
2024-04-12,Widget C,South,208,67,Female,3.29073126342676
2024-04-13,Widget D,West,282,64,Male,3.0023235577932
2024-04-14,Widget A,East,291,29,Male,4.42235557630225
2024-04-15,Widget D,North,164,64,Female,3.12278075905409
2024-04-16,Widget C,South,948,30,Female,2.02092973737713
2024-04-17,Widget A,South,573,67,Male,3.70257625545955
2024-04-18,Widget D,South,882,64,Female,3.17030181014232
2024-04-19,Widget A,North,199,28,Female,1.93217851306749
2024-04-20,Widget C,East,643,36,Female,3.29451143177163
2024-04-21,Widget D,South,963,52,Female,4.28614231155875
2024-04-22,Widget A,West,227,56,Female,1.11428367089604
2024-04-23,Widget C,South,551,43,Female,3.52340415458045
2024-04-24,Widget A,South,468,63,Female,2.39834078313757
2024-04-25,Widget A,South,950,31,Male,2.1706857830377
2024-04-26,Widget B,South,142,62,Male,2.57035100144445
2024-04-27,Widget B,East,983,61,Female,2.36809065699193
2024-04-28,Widget C,West,518,41,Female,4.32895642683377
2024-04-29,Widget B,East,587,58,Female,2.0991912430716
2024-04-30,Widget C,West,177,18,Male,3.93261209242634
2024-05-01,Widget B,South,925,68,Male,1.37623928091435
2024-05-02,Widget A,North,900,60,Female,4.80558548993766
2024-05-03,Widget C,East,369,39,Male,3.48926654899421
2024-05-04,Widget C,North,773,40,Female,3.82687430817824
2024-05-05,Widget A,East,800,36,Female,2.1921573283778
2024-05-06,Widget C,South,858,35,Female,2.64838627483246
2024-05-07,Widget C,East,999,29,Female,1.89511354508391
2024-05-08,Widget B,South,827,45,Female,4.7301443432089
2024-05-09,Widget C,East,414,45,Female,2.95241778840551
2024-05-10,Widget D,South,950,50,Female,3.52179246263196
2024-05-11,Widget A,South,988,36,Male,3.93708812212286
2024-05-12,Widget B,West,267,45,Female,2.48442436439816
2024-05-13,Widget B,South,438,69,Male,3.88040661815657
2024-05-14,Widget D,West,292,66,Female,3.70396995902536
2024-05-15,Widget A,South,552,54,Female,3.82263733549579
2024-05-16,Widget A,North,382,43,Male,2.95691960081845
2024-05-17,Widget B,South,435,52,Male,2.53174952916647
2024-05-18,Widget C,North,489,51,Female,1.88832875283596
2024-05-19,Widget B,North,624,52,Male,4.29850541120357
2024-05-20,Widget A,South,339,57,Female,3.43340018612671
2024-05-21,Widget D,North,931,33,Female,2.77740878438998
2024-05-22,Widget B,West,582,55,Male,4.77598362684245
2024-05-23,Widget A,East,758,30,Male,1.19135525002816
2024-05-24,Widget B,South,815,40,Male,4.40068778082019
2024-05-25,Widget C,North,691,39,Male,4.99033037178389
2024-05-26,Widget B,South,990,33,Female,4.54776844353147
2024-05-27,Widget B,West,654,45,Male,4.2417463424625
2024-05-28,Widget A,South,557,65,Male,2.4972239736253
2024-05-29,Widget A,South,188,52,Male,1.92525672904917
2024-05-30,Widget A,North,759,62,Male,3.9394020819984
2024-05-31,Widget B,West,194,63,Male,2.21830146515427
2024-06-01,Widget C,East,551,25,Female,1.70415872861988
2024-06-02,Widget D,East,527,61,Female,4.14610354841437
2024-06-03,Widget D,North,250,39,Male,2.25017460894689
2024-06-04,Widget A,South,613,38,Male,4.65776691794935
2024-06-05,Widget A,North,475,43,Female,4.3625305792765
2024-06-06,Widget B,North,121,57,Male,4.39056131803702
2024-06-07,Widget D,North,982,38,Female,4.0862789042233
2024-06-08,Widget A,South,412,42,Female,4.52352569509895
2024-06-09,Widget C,West,939,58,Male,4.22298756871248
2024-06-10,Widget C,North,618,18,Female,3.41004545429891
2024-06-11,Widget A,South,305,23,Male,2.18329087432745
2024-06-12,Widget A,West,474,40,Male,4.5528367728566
2024-06-13,Widget D,North,550,68,Female,4.36241449109277
2024-06-14,Widget D,East,725,40,Female,2.89151728884218
2024-06-15,Widget B,West,883,60,Male,1.15631474400782
2024-06-16,Widget D,North,694,60,Female,3.55417490960765
2024-06-17,Widget C,West,278,40,Male,1.20238741470633
2024-06-18,Widget C,West,309,49,Female,4.70511984739363
2024-06-19,Widget A,West,599,47,Female,4.84652502650123
2024-06-20,Widget D,West,563,30,Male,1.75796058359842
2024-06-21,Widget B,West,939,60,Male,3.70555751221964
2024-06-22,Widget C,West,223,35,Male,1.36907601825105
2024-06-23,Widget C,North,212,40,Female,3.91806771429249
2024-06-24,Widget B,East,111,32,Male,2.3891506646107
2024-06-25,Widget B,South,225,50,Male,3.72420044692178
2024-06-26,Widget C,West,664,38,Female,2.49150603680871
2024-06-27,Widget C,South,430,56,Female,1.58227003933294
2024-06-28,Widget B,North,382,40,Male,2.62443992201023
2024-06-29,Widget C,West,239,44,Male,1.45069410653916
2024-06-30,Widget A,East,500,62,Male,3.30753309990778
2024-07-01,Widget A,South,196,61,Male,1.16380612859792
2024-07-02,Widget B,West,616,35,Female,3.10927871839944
2024-07-03,Widget D,North,668,41,Female,4.54547458838216
2024-07-04,Widget B,East,945,68,Male,4.35149308047745
2024-07-05,Widget B,South,168,64,Male,4.53112679850599
2024-07-06,Widget D,South,217,57,Male,4.68819520850843
2024-07-07,Widget D,West,987,68,Female,1.41811155150278
2024-07-08,Widget D,East,158,59,Male,1.51498881150285
2024-07-09,Widget A,East,132,24,Male,3.22802722525251
2024-07-10,Widget C,East,417,67,Female,4.57589067369772
2024-07-11,Widget A,East,149,65,Female,4.89739782609612
2024-07-12,Widget C,North,979,37,Male,1.18504766936
2024-07-13,Widget A,East,588,44,Male,2.42309633680264
2024-07-14,Widget C,South,118,23,Female,1.85157701863997
2024-07-15,Widget A,South,825,44,Male,4.02386339572499
2024-07-16,Widget D,North,296,26,Male,3.56077547414813
2024-07-17,Widget B,South,990,62,Female,1.47955212593538
2024-07-18,Widget A,South,549,48,Female,2.93408826945989
2024-07-19,Widget C,East,658,38,Female,3.74176208948517
2024-07-20,Widget D,South,778,43,Male,4.11602157569615
2024-07-21,Widget A,North,551,57,Female,1.08021083913603
2024-07-22,Widget A,East,388,65,Female,4.56187829593556
2024-07-23,Widget D,West,240,62,Male,3.2771255318021
2024-07-24,Widget A,East,183,30,Male,4.24763645983962
2024-07-25,Widget B,North,793,66,Female,4.23175212005713
2024-07-26,Widget A,East,490,40,Female,1.75941064108388
2024-07-27,Widget B,East,690,37,Male,1.44068848101453
2024-07-28,Widget B,North,314,54,Male,3.88514907589531
2024-07-29,Widget D,East,625,45,Female,1.62570767528648
2024-07-30,Widget A,North,314,34,Female,4.3997499656189
2024-07-31,Widget D,North,502,45,Male,3.90475793544842
2024-08-01,Widget A,West,227,58,Female,4.36730145746105
2024-08-02,Widget A,South,921,19,Male,2.19605071843738
2024-08-03,Widget C,South,576,42,Female,2.26639224164228
2024-08-04,Widget A,East,859,67,Male,3.68488622538527
2024-08-05,Widget D,East,503,58,Male,1.12578382023579
2024-08-06,Widget B,West,128,23,Female,3.90598698534969
2024-08-07,Widget A,West,891,28,Female,4.34313228341841
2024-08-08,Widget C,West,437,55,Male,2.66065434641642
2024-08-09,Widget D,North,930,23,Female,4.05951532035387
2024-08-10,Widget A,West,813,62,Female,1.69844366792905
2024-08-11,Widget D,West,460,28,Female,2.28904157527794
2024-08-12,Widget C,East,668,31,Male,4.89721985244191
2024-08-13,Widget C,West,491,19,Female,4.94531269424051
2024-08-14,Widget D,North,317,57,Female,3.05042021208635
2024-08-15,Widget A,North,673,20,Male,4.73707916585551
2024-08-16,Widget B,East,768,52,Female,3.09092271222742
2024-08-17,Widget C,West,301,50,Female,2.16635251264463
2024-08-18,Widget A,West,116,41,Male,2.06759715239509
